N,P,K,temperature,humidity,Soil Moisture,rainfall,label,Term
17,64,17,21.02213209,24.93896255,996,124.6118471,kidneybeans,Short-term
13,69,19,17.30844532,20.01730914,996,115.199245,kidneybeans,Short-term
14,67,22,23.82576704,24.75485098,996,84.64143632,kidneybeans,Short-term
9,69,20,19.30607278,23.96362799,996,129.3449326,kidneybeans,Short-term
20,73,22,16.03768615,22.33195853,996,130.3900798,kidneybeans,Short-term
40,78,20,19.18572809,20.83398341,996,80.15293435,kidneybeans,Short-term
27,72,23,19.92889503,21.79992115,996,64.02640797,kidneybeans,Short-term
14,67,15,19.56376468,24.67385131,996,139.2921004,kidneybeans,Short-term
7,56,18,18.31357543,24.32991649,996,76.14153904,kidneybeans,Short-term
27,65,18,20.10993761,23.22323766,996,73.36386477,kidneybeans,Short-term
30,63,16,23.60506572,21.90539577,996,100.5978728,kidneybeans,Short-term
37,70,25,19.73136909,24.89487354,996,84.06354115,kidneybeans,Short-term
27,63,19,20.93409877,21.1893007,996,133.1914419,kidneybeans,Short-term
22,60,24,18.78226261,20.24768314,996,104.2570723,kidneybeans,Short-term
3,49,18,27.91095209,64.70930606,1024,32.67891866,mothbeans,Short-term
22,59,23,27.32220619,51.27868781,1024,36.5037914,mothbeans,Short-term
36,58,25,28.66024187,59.3189118,1024,36.92629678,mothbeans,Short-term
4,43,18,29.02955344,61.09387478,1024,72.98016599,mothbeans,Short-term
29,54,16,27.78031515,54.65030015,1024,32.05025323,mothbeans,Short-term
32,43,22,31.99928579,54.1077461,1024,71.6266696,mothbeans,Short-term
14,55,15,27.33580911,55.27755933,1024,73.44775287,mothbeans,Short-term
5,35,20,28.92952635,53.57014709,1024,66.35634104,mothbeans,Short-term
25,57,24,27.65472156,58.59986279,1024,36.94255012,mothbeans,Short-term
11,53,24,28.52396666,55.77264351,1024,61.32935611,mothbeans,Short-term
40,49,17,31.02215872,45.89239456,1024,53.56783314,mothbeans,Short-term
38,56,25,25.74095321,45.38497051,1024,67.43488235,mothbeans,Short-term
27,43,23,31.70447482,56.85420099,1024,44.94317432,mothbeans,Short-term
24,38,22,24.47876451,58.51663927,1024,34.96933295,mothbeans,Short-term
23,45,21,31.46511256,51.79939437,1024,74.44330654,mothbeans,Short-term
29,57,20,25.60973447,50.7330069,1024,53.39249517,mothbeans,Short-term
31,35,23,30.30260453,47.18283631,1024,68.04039813,mothbeans,Short-term
0,55,25,28.17489437,43.6672299,1024,45.78172762,mothbeans,Short-term
7,45,22,25.50634557,44.8302551,1024,74.32635105,mothbeans,Short-term
17,58,25,31.12896766,43.58788762,1024,32.76742894,mothbeans,Short-term
11,44,17,26.34043268,55.59160391,1024,35.1051197,mothbeans,Short-term
22,49,22,28.23494706,61.5620517,1024,72.66666443,mothbeans,Short-term
9,51,19,27.04453473,49.32609633,1024,48.25207759,mothbeans,Short-term
28,48,15,25.16125354,55.25435777,1024,40.89732789,mothbeans,Short-term
26,50,19,27.3179125,51.66921088,1024,32.55919573,mothbeans,Short-term
36,56,20,25.4123765,49.66474269,1024,31.87416982,mothbeans,Short-term
8,60,18,31.21629982,46.01868196,1024,53.1205277,mothbeans,Short-term
24,37,21,30.573999,58.22686794,1024,62.74803826,mothbeans,Short-term
22,43,24,25.42517036,53.2208266,1024,46.19374559,mothbeans,Short-term
36,43,24,27.09400578,43.65305437,1024,41.53749535,mothbeans,Short-term
22,44,24,24.30935081,56.32938343,1024,58.99536268,mothbeans,Short-term
17,43,22,30.06142622,45.90067655,1024,41.0550915,mothbeans,Short-term
8,45,15,28.09568993,60.9835384,1024,33.84110759,mothbeans,Short-term
7,56,23,26.33908791,40.00933429,1024,55.50429227,mothbeans,Short-term
36,57,16,28.61409059,57.14218792,1024,57.02891698,mothbeans,Short-term
11,45,19,28.70012137,44.359648,1024,44.11622138,mothbeans,Short-term
6,36,22,24.21610338,59.79236306,1024,42.24783476,mothbeans,Short-term
17,57,20,28.50677929,45.20094476,1024,66.1761456,mothbeans,Short-term
4,47,20,25.97948991,64.95585424,1024,72.19245835,mothbeans,Short-term
9,49,16,30.88482722,41.36561835,1024,55.053805,mothbeans,Short-term
25,51,24,25.5042419,61.66852372,1024,65.07981523,mothbeans,Short-term
36,44,21,25.12528913,51.33189406,1024,38.48678973,mothbeans,Short-term
21,38,20,27.10508014,63.56791363,1024,62.20279647,mothbeans,Short-term
37,57,20,31.1006247,44.82069159,1024,70.79934452,mothbeans,Short-term
32,48,18,26.45707778,56.40226277,1024,64.16167699,mothbeans,Short-term
29,44,20,30.04132304,63.56222995,1024,31.83192392,mothbeans,Short-term
25,51,18,27.77799528,54.82130787,1024,50.28438729,mothbeans,Short-term
10,44,24,30.99256944,43.02151392,1024,58.27600682,mothbeans,Short-term
23,35,18,26.4908332,47.36534833,1024,36.99362831,mothbeans,Short-term
9,60,23,31.96987867,57.17377029,1024,64.25520357,mothbeans,Short-term
3,58,21,25.36140526,46.82652785,1024,55.60523179,mothbeans,Short-term
22,42,22,25.54249137,56.96640758,1024,48.46797044,mothbeans,Short-term
12,39,21,28.99319096,62.85948245,1024,70.4713043,mothbeans,Short-term
39,36,22,29.34317422,60.50320928,1024,34.03335472,mothbeans,Short-term
32,41,16,28.63618921,61.39451307,1024,68.54877876,mothbeans,Short-term
30,41,15,24.83206631,44.17085032,1024,52.0810886,mothbeans,Short-term
19,36,22,25.44689075,58.55363573,1024,57.04826619,mothbeans,Short-term
4,46,15,31.01274943,62.40392519,1024,63.77192383,mothbeans,Short-term
21,39,20,27.06179658,52.3003173,1024,60.74583498,mothbeans,Short-term
35,57,25,27.0956288,42.26206161,1024,71.1271039,mothbeans,Short-term
22,55,24,28.56800579,57.30636014,1024,64.53027638,mothbeans,Short-term
35,51,17,28.79929247,49.84213387,1024,40.85534718,mothbeans,Short-term
17,56,17,27.94293692,45.41393636,1024,69.66289997,mothbeans,Short-term
28,57,17,30.47757686,61.58245338,1024,61.86633917,mothbeans,Short-term
22,36,16,30.58139475,50.77148138,1024,64.58559639,mothbeans,Short-term
11,41,19,26.85911286,41.81420849,1024,44.13827124,mothbeans,Short-term
38,38,18,26.31051759,61.18749126,1024,35.73403813,mothbeans,Short-term
23,37,24,28.77833449,44.2252605,1024,33.95825723,mothbeans,Short-term
25,35,20,28.90245417,43.35365671,1024,71.90018566,mothbeans,Short-term
40,45,20,29.37687468,57.69622912,1024,38.34303462,mothbeans,Short-term
23,58,19,24.17093241,58.25204566,1024,59.18953429,mothbeans,Short-term
2,56,23,26.65333029,59.79023382,1024,36.91852635,mothbeans,Short-term
3,56,17,28.19912143,53.50567601,1024,52.13580529,mothbeans,Short-term
26,51,25,28.76488954,52.62741529,1024,55.21606732,mothbeans,Short-term
39,42,20,29.3499706,61.25353851,1024,40.82840673,mothbeans,Short-term
27,59,20,28.00937423,52.60950014,1024,36.01203025,mothbeans,Short-term
24,45,19,26.85851927,48.8246387,1024,34.7426459,mothbeans,Short-term
7,40,17,31.2123945,40.92604945,1024,53.78769958,mothbeans,Short-term
15,45,23,24.20422636,61.43378674,1024,46.0203959,mothbeans,Short-term
26,52,23,29.98835437,49.60384796,1024,52.92929636,mothbeans,Short-term
20,45,16,29.93964907,54.61813464,1024,45.43669946,mothbeans,Short-term
34,54,24,31.2119298,41.55934359,1024,68.80141783,mothbeans,Short-term
19,51,25,26.80474415,48.23991436,1024,43.87801983,mothbeans,Short-term
29,41,21,31.49398069,62.84916863,1024,64.56807592,mothbeans,Short-term
20,50,22,30.99694676,46.42693735,1024,38.31597852,mothbeans,Short-term
11,40,23,29.61253065,63.04749127,1024,50.1978269,mothbeans,Short-term
15,54,15,29.97604322,57.03184356,1024,44.86052932,mothbeans,Short-term
35,55,22,30.88883074,52.62696801,1024,55.51932414,mothbeans,Short-term
9,59,25,30.39321309,60.16299493,1024,35.37493212,mothbeans,Short-term
40,45,18,30.43683729,55.20522037,1024,30.92014047,mothbeans,Short-term
35,38,19,25.32688786,63.18180319,1024,32.71129281,mothbeans,Short-term
14,58,17,30.53684308,59.96664731,1024,33.48919022,mothbeans,Short-term
40,55,18,30.38257873,40.5926071,1024,47.95406479,mothbeans,Short-term
18,36,23,24.01825377,53.76623369,1024,35.03404425,mothbeans,Short-term
35,52,15,28.69841277,61.14754363,1024,65.67591794,mothbeans,Short-term
4,59,22,29.33743412,49.00323081,1024,42.44054315,mothbeans,Short-term
22,51,16,27.96583691,61.34900107,1024,70.10472076,mothbeans,Short-term
33,47,17,24.86803974,48.27531965,1024,63.9187654,mothbeans,Short-term
2,51,17,25.87682261,45.96341933,1024,38.53254678,mothbeans,Short-term
16,51,21,31.01963639,49.9767522,1024,32.81296548,mothbeans,Short-term
19,55,20,27.43329405,87.80507732,1020,54.73367631,mungbean,Short-term
8,54,20,28.3340432,80.77275974,1020,38.7976407,mungbean,Short-term
36,55,20,27.01470397,84.34262707,1020,55.296354,mungbean,Short-term
10,56,16,28.17432665,81.04554836,1020,36.35720652,mungbean,Short-term
22,56,17,29.87888063,87.32761241,1015,44.75215854,mungbean,Short-term
9,57,24,29.89232778,89.71503316,1015,42.99498978,mungbean,Short-term
34,59,23,28.56212158,83.24855855,1015,56.48265193,mungbean,Short-term
31,51,25,27.53592929,85.5701901,1015,53.01899249,mungbean,Short-term
0,49,18,29.68361658,87.93598094,1026,41.82490236,mungbean,Short-term
21,39,20,28.14448546,82.1193047,1026,46.75690086,mungbean,Short-term
28,35,22,29.53037621,86.73346018,1026,59.87232071,mungbean,Short-term
17,52,17,27.88352946,86.45147631,1026,44.64407105,mungbean,Short-term
24,42,23,28.22471276,82.35916228,1026,44.01206619,mungbean,Short-term
28,46,16,29.008124,84.96089355,1026,45.91011391,mungbean,Short-term
21,38,21,29.75538903,86.45193297,1026,37.54602719,mungbean,Short-term
34,60,25,29.78416743,85.16906976,1026,40.77872823,mungbean,Short-term
19,53,22,27.8640132,80.4513142,1026,42.83053902,mungbean,Short-term
31,58,15,27.11026483,84.96771717,1026,51.52617423,mungbean,Short-term
19,35,24,27.11030369,83.64274107,1026,49.11964582,mungbean,Short-term
24,53,17,28.95451232,89.07866095,1026,57.65901369,mungbean,Short-term
13,47,20,29.21780035,87.93724219,1026,43.1386631,mungbean,Short-term
31,53,16,28.7420098,85.81675947,1028,48.54598575,mungbean,Short-term
28,45,23,29.65021184,80.29868321,1028,56.76278363,mungbean,Short-term
31,37,21,27.23924995,86.404241,1028,37.31236904,mungbean,Short-term
33,60,15,28.95172351,81.67085323,1028,56.51103293,mungbean,Short-term
34,45,21,28.18837136,82.60629652,1028,37.01110438,mungbean,Short-term
13,57,25,28.30041493,86.20681554,1028,50.47333854,mungbean,Short-term
33,57,17,27.89636126,88.71782287,1028,57.79863368,mungbean,Short-term
32,57,22,28.6899851,87.50436797,1028,44.56598352,mungbean,Short-term
23,59,25,27.8262623,88.73100226,1028,56.68833819,mungbean,Short-term
35,41,18,28.70562673,81.59200689,1028,59.87065439,mungbean,Short-term
6,48,24,28.6362812,84.61431076,1028,48.48319335,mungbean,Short-term
29,36,25,28.28511547,88.4393979,1028,48.56690235,mungbean,Short-term
4,36,22,27.60887393,86.13316408,1028,43.80041104,mungbean,Short-term
10,59,22,28.60901145,86.99495766,1028,36.94616965,mungbean,Short-term
14,48,21,29.24598976,84.80084105,1028,53.43228915,mungbean,Short-term
8,50,21,28.62911222,89.1148059,1028,50.49913241,mungbean,Short-term
20,40,15,29.57329479,88.07505524,1028,45.04467075,mungbean,Short-term
36,43,22,27.82684262,87.16679147,1028,58.37249772,mungbean,Short-term
14,57,15,29.8757015,83.14796296,1028,40.12044158,mungbean,Short-term
11,60,23,27.33684386,88.50229102,1028,51.09802625,mungbean,Short-term
10,59,15,29.83040388,89.30428305,1028,58.86687093,mungbean,Short-term
7,60,25,28.2753171,82.76020821,1028,56.04995423,mungbean,Short-term
2,47,15,29.86860065,85.99127934,1028,58.41394143,mungbean,Short-term
20,45,22,29.5888162,89.9939693,1028,54.96121262,mungbean,Short-term
2,39,15,28.07219563,82.9116472,1028,49.61865305,mungbean,Short-term
27,40,24,27.84026517,89.99615558,1028,52.84626009,mungbean,Short-term
35,48,15,27.10818093,87.4512669,1028,55.03723979,mungbean,Short-term
4,59,25,27.68515114,81.94268594,1028,54.62243308,mungbean,Short-term
1,48,24,29.34594634,85.60472562,1028,59.03629954,mungbean,Short-term
36,43,21,28.36319404,84.8593608,1028,52.93031105,mungbean,Short-term
11,46,24,27.65280218,89.80650642,1028,56.52558045,mungbean,Short-term
34,47,19,27.31372793,85.44815232,1028,53.15223123,mungbean,Short-term
21,44,18,27.06909959,86.89934108,1028,50.46746116,mungbean,Short-term
17,58,20,28.06642822,85.91625451,1028,39.23831035,mungbean,Short-term
25,40,21,27.73329078,81.13903037,1028,44.17580911,mungbean,Short-term
2,38,18,27.53632932,89.92908171,1028,45.48591922,mungbean,Short-term
9,48,20,29.66461594,84.28187572,1028,56.09542002,mungbean,Short-term
37,49,25,29.9145443,85.85384444,1028,41.39081525,mungbean,Short-term
36,38,15,28.36363858,87.59810657,1028,57.99524359,mungbean,Short-term
40,58,15,29.46416042,87.60890009,1028,43.15411472,mungbean,Short-term
30,44,16,29.73013036,82.89166381,1028,50.91511275,mungbean,Short-term
1,59,23,27.46852989,87.17649,1028,43.78420984,mungbean,Short-term
9,48,22,27.77076285,87.09979549,1028,49.50812624,mungbean,Short-term
14,41,17,29.12939524,88.48312598,1028,36.45012824,mungbean,Short-term
35,52,19,27.10606808,89.89593328,1028,37.45680611,mungbean,Short-term
31,48,17,28.88078945,86.94206817,1028,53.79732545,mungbean,Short-term
4,41,20,28.14720892,83.8001509,1028,37.44800463,mungbean,Short-term
30,37,25,29.89129144,80.14487166,1028,54.7960127,mungbean,Short-term
9,35,20,27.41503453,80.98004661,1028,40.53173216,mungbean,Short-term
20,41,20,29.27308605,89.4875022,1028,50.9246554,mungbean,Short-term
37,50,23,29.65296893,88.48587386,1028,56.01913159,mungbean,Short-term
34,35,21,28.44524991,82.67639542,1028,58.18713162,mungbean,Short-term
14,37,15,27.96235681,83.97586797,1028,48.9366954,mungbean,Short-term
23,39,22,29.25649321,81.97952224,1028,42.02483277,mungbean,Short-term
5,45,21,28.36291385,88.00989267,1028,43.05130077,mungbean,Short-term
22,37,20,27.62749466,86.49366929,1028,39.26137642,mungbean,Short-term
40,51,17,28.66086349,86.12194568,1028,50.01534317,mungbean,Short-term
27,56,20,29.2114218,87.11497805,1028,51.53848218,mungbean,Short-term
31,40,22,29.40889385,86.16063492,1028,53.35486977,mungbean,Short-term
38,36,21,28.02952623,84.8845732,1028,36.12042927,mungbean,Short-term
6,37,17,28.08657178,80.35005927,1028,38.14476781,mungbean,Short-term
6,47,18,29.16174608,80.28038146,1028,40.16545979,mungbean,Short-term
24,44,17,29.8596912,80.03499648,1028,50.66487502,mungbean,Short-term
25,59,19,29.06631494,83.6869203,1030,43.95183726,mungbean,Short-term
32,56,21,27.38538997,88.66663953,1030,58.29933073,mungbean,Short-term
8,45,18,27.93034941,85.42058715,1030,43.25095608,mungbean,Short-term
19,39,17,29.2808618,81.8009244,1030,44.47427436,mungbean,Short-term
39,37,15,28.9973145,83.78911515,1030,59.84499208,mungbean,Short-term
33,37,19,27.92678579,86.5543196,1030,43.4826194,mungbean,Short-term
26,54,17,28.5474135,88.9570454,1030,49.4897245,mungbean,Short-term
21,51,15,29.36488409,89.1886954,1030,48.30159325,mungbean,Short-term
22,54,20,28.56149805,83.63802195,1030,41.013132,mungbean,Short-term
29,45,16,28.43683487,87.91332682,1030,43.12063289,mungbean,Short-term
4,40,21,28.79728147,80.45744422,1030,44.30070517,mungbean,Short-term
10,37,22,28.7275267,89.12760359,1030,58.52974279,mungbean,Short-term
4,44,19,27.95639663,83.52706038,1030,43.25726752,mungbean,Short-term
20,45,17,28.17458662,83.69659318,1030,37.2464655,mungbean,Short-term
23,45,23,28.77653519,86.69133979,1030,56.12443206,mungbean,Short-term
25,48,21,28.438097,83.48991368,1030,52.55469976,mungbean,Short-term
56,79,15,29.48439992,63.19915325,1040,71.89090748,blackgram,Short-term
25,62,21,26.73433965,68.13999721,1040,67.15096376,blackgram,Short-term
42,61,22,26.27274407,62.28814857,1040,70.23207557,blackgram,Short-term
42,73,25,34.03679184,67.21113844,1040,73.23573601,blackgram,Short-term
44,58,18,28.03644051,65.06601664,1040,72.49507741,blackgram,Short-term
50,55,16,28.81460716,65.33538112,1040,62.26242533,blackgram,Short-term
35,72,21,34.03619494,64.28791388,1040,66.85510868,blackgram,Short-term
30,64,20,33.8642935,61.57072498,1040,68.02199825,blackgram,Short-term
27,64,21,32.84213012,68.68401492,1040,73.67166182,blackgram,Short-term
50,74,17,27.10053268,63.36085585,1040,73.84949872,blackgram,Short-term
39,73,24,25.65842532,61.18235808,1040,69.28607828,blackgram,Short-term
57,67,25,32.34744009,66.61452812,1040,64.55882254,blackgram,Short-term
52,63,19,29.58949031,68.32176769,1045,67.53021213,blackgram,Short-term
55,66,22,30.91219459,68.79427388,1045,66.63830637,blackgram,Short-term
51,56,18,28.12787838,64.2097765,1045,70.86340755,blackgram,Short-term
36,66,15,30.08545364,69.34811988,1045,67.1367443,blackgram,Short-term
59,55,19,31.74379487,62.51007687,1045,68.97097538,blackgram,Short-term
50,58,23,27.81326852,62.50460464,1045,69.75555541,blackgram,Short-term
30,65,25,32.88733849,64.59457409,1045,71.50569456,blackgram,Short-term
20,62,18,29.36358721,64.98742947,1045,61.91208707,blackgram,Short-term
58,71,15,27.82592799,67.5861883,1045,74.01229707,blackgram,Short-term
25,71,24,28.49538735,60.44848407,1045,74.91559514,blackgram,Short-term
52,71,16,27.74274761,68.53997144,1045,71.78615328,blackgram,Short-term
40,63,18,30.41588462,67.66323804,1045,63.02473185,blackgram,Short-term
20,60,25,27.3254209,69.09047809,1045,61.19250859,blackgram,Short-term
48,61,21,30.28496619,61.69295127,1045,65.62859526,blackgram,Short-term
49,68,22,28.56840626,61.53278622,1045,63.49726331,blackgram,Short-term
48,62,15,25.36586097,66.6379724,1045,65.81655892,blackgram,Short-term
32,66,17,34.9466155,65.26774011,1045,70.1415139,blackgram,Short-term
21,63,22,25.09737391,67.72837887,1045,74.61649888,blackgram,Short-term
20,72,19,32.47648301,64.34848735,1045,65.820457,blackgram,Short-term
25,65,21,33.86351172,68.59232289,1045,69.24464096,blackgram,Short-term
41,78,21,25.19857725,60.37332688,1045,70.88787207,blackgram,Short-term
53,67,17,31.77681682,69.01852894,1045,61.46892873,blackgram,Short-term
39,60,21,34.89814946,63.59948557,1045,64.72797143,blackgram,Short-term
25,76,17,31.74105409,68.63525428,1045,62.3061735,blackgram,Short-term
21,78,19,27.16159076,66.76017239,1045,69.85112265,blackgram,Short-term
57,60,17,26.23773129,67.88521396,1045,73.58663968,blackgram,Short-term
56,75,15,30.20157245,60.06534859,1045,66.37171179,blackgram,Short-term
49,72,15,31.55846339,67.83563765,1050,74.86960831,blackgram,Short-term
24,80,19,29.67892453,69.0854554,1050,65.66436565,blackgram,Short-term
49,76,18,27.05365239,67.7017527,1050,60.4693835,blackgram,Short-term
28,68,19,34.63880966,61.38597868,1050,72.43169115,blackgram,Short-term
55,78,21,33.39438752,62.93692886,1050,63.57445989,blackgram,Short-term
50,64,25,28.84079155,63.37230676,1050,70.25496749,blackgram,Short-term
34,80,19,31.49338309,63.0563645,1050,71.48327008,blackgram,Short-term
20,68,23,25.54960633,63.95425534,1050,63.1830529,blackgram,Short-term
55,67,16,34.37329112,69.69366426,1050,70.27184748,blackgram,Short-term
23,70,15,34.6008247,63.11296779,1050,60.41790253,blackgram,Short-term
53,74,15,29.43463808,64.94329356,1040,72.17818157,blackgram,Short-term
26,67,16,29.10713092,67.90577375,1040,67.83345933,blackgram,Short-term
33,80,22,28.57006111,65.71765781,1040,70.0866434,blackgram,Short-term
37,79,19,27.54384835,69.3478631,1040,69.40878198,blackgram,Short-term
33,75,21,33.04687968,68.93875631,1040,62.30278274,blackgram,Short-term
22,55,20,33.95309131,69.96100028,1040,61.16350463,blackgram,Short-term
20,68,17,30.11873003,60.11680815,1040,71.72980375,blackgram,Short-term
43,68,20,29.57812712,66.17587668,1040,69.43895491,blackgram,Short-term
44,76,22,27.26458947,68.01232937,1040,68.91754359,blackgram,Short-term
34,60,16,31.35730791,64.24992106,1040,63.85668948,blackgram,Short-term
21,72,17,31.52104732,66.55723677,1040,61.71111448,blackgram,Short-term
25,68,19,29.39982732,64.25510719,1040,67.47677295,blackgram,Short-term
41,62,15,29.38400259,64.14928485,1040,65.24194361,blackgram,Short-term
28,65,23,28.38686534,61.88871127,1040,74.24459122,blackgram,Short-term
35,64,15,28.47442276,63.53604453,1040,69.5274407,blackgram,Short-term
52,58,16,30.64095781,61.14508627,1040,71.36947525,blackgram,Short-term
58,75,25,25.25596239,61.36669662,1040,68.64685069,blackgram,Short-term
34,66,19,32.97030511,60.18122078,1040,73.44678678,blackgram,Short-term
52,70,16,33.66855394,66.60416867,1040,67.32520551,blackgram,Short-term
23,57,19,32.83963757,67.99803573,1040,73.40452716,blackgram,Short-term
42,58,25,27.45853567,62.90020977,1040,69.46020927,blackgram,Short-term
37,62,17,25.68576704,69.84354028,1040,74.62068748,blackgram,Short-term
44,75,22,30.0328403,64.14800537,1040,71.21006868,blackgram,Short-term
21,80,20,28.20667264,68.27085245,1040,64.32887142,blackgram,Short-term
56,76,16,28.27265858,61.18956161,1040,63.29900785,blackgram,Short-term
29,76,15,28.5417236,64.2020154,1040,69.68862306,blackgram,Short-term
43,61,20,26.87187036,61.61367264,1040,63.51822045,blackgram,Short-term
55,60,15,32.79766751,68.77994074,1040,64.11411069,blackgram,Short-term
44,63,15,26.42333018,64.51136845,1040,63.46546487,blackgram,Short-term
29,67,21,29.79181107,63.38789228,1040,63.02169909,blackgram,Short-term
47,63,16,27.44003279,67.10464369,1040,72.50669768,blackgram,Short-term
40,68,17,34.1262979,65.14877461,1040,70.40795007,blackgram,Short-term
58,61,15,30.94908189,64.23364112,1040,62.78730907,blackgram,Short-term
41,74,18,28.75751783,61.02701476,1040,73.37686831,blackgram,Short-term
58,79,17,27.24766491,66.10123083,1040,62.31842057,blackgram,Short-term
27,62,24,28.63005477,66.770943,1040,62.2737345,blackgram,Short-term
27,60,17,26.41768321,63.64698302,1040,64.42177127,blackgram,Short-term
52,65,20,32.81705216,66.15665137,1040,68.83924882,blackgram,Short-term
44,55,25,29.6321052,65.91359954,1040,71.16331975,blackgram,Short-term
21,62,24,33.49077065,62.73317204,1040,65.45328463,blackgram,Short-term
60,59,22,31.86847286,66.74217464,1040,74.22238583,blackgram,Short-term
33,77,21,30.32992227,65.62971858,1040,71.64631281,blackgram,Short-term
59,58,17,28.546224,66.31394098,1040,62.83469851,blackgram,Short-term
29,63,17,30.02629908,67.88811637,1040,66.47264636,blackgram,Short-term
59,63,18,31.65531175,60.13263713,1040,66.69096751,blackgram,Short-term
29,70,15,30.33499674,63.54718862,1040,74.16699119,blackgram,Short-term
58,73,16,33.36984395,65.67718163,1040,64.89517488,blackgram,Short-term
55,77,22,31.4345059,62.99303471,1040,64.77651469,blackgram,Short-term
42,79,23,27.71678273,63.29103387,1040,68.56507978,blackgram,Short-term
44,77,21,32.63918668,61.3009051,1040,61.83876146,blackgram,Short-term
38,62,25,32.7477393,67.77954584,1040,63.37784443,blackgram,Short-term
32,76,15,28.05153602,63.49802189,1060,43.35795377,Soya Bean,Short-term
13,61,22,19.44084326,63.27771461,1060,46.83130119,Soya Bean,Short-term
38,60,20,29.84823072,60.63872613,1060,46.80452595,Soya Bean,Short-term
11,74,17,21.36383757,69.92375891,1060,46.6352865,Soya Bean,Short-term
37,71,16,26.28663931,68.51966729,1060,46.13833007,Soya Bean,Short-term
29,71,18,22.17499963,62.13873825,1060,53.46622584,Soya Bean,Short-term
2,72,18,26.57597546,60.97876599,1060,50.89110726,Soya Bean,Short-term
6,59,21,26.58972517,66.14007674,1060,50.90994463,Soya Bean,Short-term
13,64,20,19.1345771,62.57526895,1060,36.46946971,Soya Bean,Short-term
8,58,17,28.75273118,69.15640149,1060,35.15426171,Soya Bean,Short-term
6,77,20,25.78746268,60.2816298,1060,49.14337177,Soya Bean,Short-term
2,75,22,23.89271875,61.78779413,1060,52.55730112,Soya Bean,Short-term
3,69,23,28.67408774,63.18832976,1060,42.96018627,Soya Bean,Short-term
27,80,24,28.42062847,61.77336343,1060,49.02366803,Soya Bean,Short-term
39,78,15,21.35499456,62.60136323,1060,41.78219834,Soya Bean,Short-term
40,79,17,21.12695586,63.18738532,1060,38.71834464,Soya Bean,Short-term
37,62,22,24.02037872,61.62313345,1060,49.78102578,Soya Bean,Short-term
31,60,24,25.40474421,65.8567539,1060,51.92057267,Soya Bean,Short-term
22,67,22,29.03017561,64.49166566,1060,54.9393771,Soya Bean,Short-term
3,78,18,20.21368219,68.65257685,1060,50.89732989,Soya Bean,Short-term
4,80,16,29.19585548,68.01965728,1060,44.93261911,Soya Bean,Short-term
13,61,24,18.29783597,69.6897615,1060,49.39111479,Soya Bean,Short-term
12,66,20,27.41434987,63.41785982,1060,44.43177543,Soya Bean,Short-term
4,61,21,24.84063998,60.09116626,1060,48.77790371,Soya Bean,Short-term
9,60,21,29.94413861,67.31323084,1060,40.37113729,Soya Bean,Short-term
18,66,22,25.87990287,67.55109024,1060,47.89645224,Soya Bean,Short-term
32,56,18,20.0467711,65.84395319,1060,46.05333124,Soya Bean,Short-term
6,72,15,22.99451999,66.70897237,1060,54.49044154,Soya Bean,Short-term
15,77,20,25.13163619,66.92642362,1060,49.04015558,Soya Bean,Short-term
0,65,24,28.49584395,62.44616219,1060,53.14531023,Soya Bean,Short-term
30,79,22,18.28766124,69.48515056,1060,48.60449438,Soya Bean,Short-term
3,63,16,24.38041875,61.18458224,1060,53.13946695,Soya Bean,Short-term
2,78,23,21.31852148,66.43934593,1060,45.42616802,Soya Bean,Short-term
10,78,18,18.54141834,62.70637578,1060,44.07819743,Soya Bean,Short-term
14,67,25,25.28710601,60.85993533,1060,49.37369982,Soya Bean,Short-term
39,65,23,25.43459777,69.12613376,1060,41.02682925,Soya Bean,Short-term
19,72,15,28.83600962,69.76112921,1060,44.08562546,Soya Bean,Short-term
18,57,21,27.37659643,63.93927841,1060,49.47371773,Soya Bean,Short-term
31,58,15,28.31886863,60.19461399,1060,45.36521251,Soya Bean,Short-term
28,58,25,27.4818649,62.04814951,1060,37.81123974,Soya Bean,Short-term
5,65,19,18.28072173,68.10365387,1060,48.80253285,Soya Bean,Short-term
16,65,19,27.61204997,69.29786244,1060,42.72374404,Soya Bean,Short-term
34,65,19,23.43974653,63.22011726,1060,45.40277297,Soya Bean,Short-term
14,69,19,20.95628486,63.68128841,1060,52.39881209,Soya Bean,Short-term
22,55,16,23.7937153,68.03209183,1060,49.73922097,Soya Bean,Short-term
24,61,17,22.6371424,65.44544859,1060,38.30411077,Soya Bean,Short-term
2,79,15,21.53577883,65.47227704,1060,35.75107592,Soya Bean,Short-term
26,63,17,29.87854588,65.73085206,1060,44.95654782,Soya Bean,Short-term
27,61,15,25.2653291,67.10004577,1060,48.33941188,Soya Bean,Short-term
24,70,16,25.17885316,68.93307305,1060,35.03484812,Soya Bean,Short-term
13,74,25,24.12192608,61.09533545,1060,44.23629285,Soya Bean,Short-term
6,64,23,23.33565221,67.40460704,1060,36.18678721,Soya Bean,Short-term
12,58,23,21.74600081,63.39503184,1060,50.43306085,Soya Bean,Short-term
32,79,22,27.60195453,63.46170674,1060,54.37814199,Soya Bean,Short-term
6,68,18,24.388717,62.50453062,1060,47.26052494,Soya Bean,Short-term
10,79,20,24.98287462,66.895409,1060,38.21370568,Soya Bean,Short-term
38,77,22,28.234829,69.3159965,1060,35.36831423,Soya Bean,Short-term
